case_id,card_id
CC-1076,C07646-K2
CC-1077,C08302-K1
CC-1078,C04346-K2
CC-1079,C06694-K1
CC-1080,C01119-K2
CC-1081,C13175-K1
CC-1082,C07513-K1
CC-1083,C10502-K1
CC-1084,C09092-K1
CC-1085,C09848-K2
CC-1086,C03066-K1
CC-1087,C07791-K1
CC-1088,C11444-K1
CC-1089,C03360-K1
CC-1090,C06996-K1
CC-1091,C10305-K1
CC-1092,C13332-K1
CC-1093,C05423-K1
CC-1094,C12942-K2
CC-1095,C01730-K1
CC-1096,C00263-K1
CC-1097,C03872-K1
CC-1098,C10164-K1
CC-1099,C06663-K2
CC-1100,C11586-K1
CC-1101,C13086-K2
CC-1102,C04108-K2
CC-1103,C09274-K1
CC-1104,C05307-K2
CC-1105,C00796-K1
CC-1106,C01855-K2
CC-1107,C09681-K1
CC-1108,C08662-K1
CC-1109,C01961-K1
CC-1110,C03146-K1
CC-1111,C02627-K1
CC-1112,C03303-K1
CC-1113,C12961-K2
CC-1114,C12417-K1
CC-1115,C01500-K1
CC-1116,C12897-K1
CC-1117,C05600-K1
CC-1118,C12063-K1
CC-1119,C05467-K1
CC-1120,C08190-K2
CC-1121,C05097-K2
CC-1122,C00997-K1
CC-1123,C11429-K1
CC-1124,C12930-K1
CC-1125,C01109-K2
CC-1126,C05398-K1
CC-1127,C07130-K1
CC-1128,C08363-K1
CC-1129,C06024-K1
CC-1130,C06343-K1
CC-1131,C09055-K1
CC-1132,C04729-K1
CC-1133,C09354-K1
CC-1134,C07870-K2
CC-1135,C01614-K1
CC-1136,C00854-K2
CC-1137,C00178-K1
CC-1138,C09902-K2
CC-1139,C00294-K2
CC-1140,C02456-K1
CC-1141,C01521-K2
CC-1142,C06630-K2
CC-1143,C04533-K1
CC-1144,C11143-K1
CC-1145,C11031-K2
CC-1146,C05689-K2
CC-1147,C07220-K1
CC-1148,C11227-K2
CC-1149,C10455-K1
CC-1150,C11958-K1
CC-1151,C05485-K1
CC-1152,C05192-K2
CC-1153,C00952-K1
CC-1154,C07638-K1
CC-1155,C01909-K2
CC-1156,C04865-K1
CC-1157,C04537-K1
CC-1158,C02809-K2
CC-1159,C07841-K1
CC-1160,C06121-K2
CC-1161,C11807-K1
CC-1162,C10346-K1
CC-1163,C11533-K2
CC-1164,C09663-K1
CC-1165,C05853-K1
CC-1166,C07981-K1
CC-1167,C11041-K1
CC-1168,C01935-K1
CC-1169,C06464-K1
CC-1170,C11595-K1
CC-1171,C08489-K2
CC-1172,C11294-K2
CC-1173,C03285-K2
CC-1174,C09394-K1
CC-1175,C09365-K2
CC-1176,C06947-K2
CC-1177,C08646-K1
CC-1178,C09246-K1
CC-1179,C11458-K1
CC-1180,C08723-K1
CC-1181,C13364-K1
CC-1182,C03136-K1
CC-1183,C09823-K1
CC-1184,C10690-K1
CC-1185,C08850-K1
CC-1186,C01138-K2
CC-1187,C04893-K1
CC-1188,C04437-K1
CC-1189,C03218-K2
CC-1190,C09445-K1
CC-1191,C09855-K2
CC-1192,C03363-K2
CC-1193,C10559-K1
CC-1194,C02573-K2
CC-1195,C05381-K2
CC-1196,C12532-K1
CC-1197,C06059-K2
CC-1198,C07073-K1
CC-1199,C07708-K1
CC-1200,C11919-K2
CC-1201,C10343-K1
CC-1202,C12707-K1
CC-1203,C07784-K1
CC-1204,C02949-K1
CC-1205,C10574-K1
CC-1206,C10757-K2
CC-1207,C10010-K1
CC-1208,C00777-K1
CC-1209,C09742-K2
CC-1210,C05560-K2
CC-1211,C08541-K1
CC-1212,C02285-K2
CC-1213,C10476-K1
CC-1214,C05791-K2
CC-1215,C02545-K2
CC-1216,C04046-K2
CC-1217,C04034-K2
CC-1218,C10114-K1
CC-1219,C13372-K1
CC-1220,C09294-K1
CC-1221,C02716-K2
CC-1222,C01618-K2
CC-1223,C09359-K1
CC-1224,C03433-K1
CC-1225,C02902-K2
CC-1226,C12900-K2
CC-1227,C12203-K1
CC-1228,C09933-K2
CC-1229,C05029-K1
CC-1230,C06669-K1
CC-1231,C11496-K2
CC-1232,C13241-K1
CC-1233,C05479-K1
CC-1234,C04775-K1
CC-1235,C08962-K2
CC-1236,C05772-K1
CC-1237,C05245-K2
CC-1238,C00942-K2
CC-1239,C04134-K1
CC-1240,C12450-K1
CC-1241,C08391-K2
CC-1242,C11847-K2
CC-1243,C07855-K1
CC-1244,C01797-K1
CC-1245,C12987-K1
CC-1246,C01966-K1
CC-1247,C09490-K2
CC-1248,C09720-K1
CC-1249,C09927-K1
CC-1250,C09365-K2
CC-1251,C08140-K1
CC-1252,C10957-K2
CC-1253,C01982-K2
CC-1254,C10999-K1
CC-1255,C10955-K2
CC-1256,C09301-K2
CC-1257,C09241-K2
CC-1258,C03278-K2
CC-1259,C08186-K1
CC-1260,C08347-K1
CC-1261,C00532-K1
CC-1262,C08222-K1
CC-1263,C11309-K1
CC-1264,C08965-K1
CC-1265,C10016-K2
CC-1266,C00450-K1
CC-1267,C07247-K1
CC-1268,C03125-K2
CC-1269,C02477-K1
CC-1270,C03019-K2
CC-1271,C01116-K2
CC-1272,C07253-K1
CC-1273,C06663-K2
CC-1274,C09683-K1
CC-1275,C10837-K2
CC-1276,C04105-K2
CC-1277,C08011-K1
CC-1278,C03427-K2
CC-1279,C08918-K2
CC-1280,C00353-K1
CC-1281,C07741-K2
CC-1282,C08841-K1
CC-1283,C09687-K1
CC-1284,C02949-K1
CC-1285,C01755-K2
CC-1286,C03773-K2
CC-1287,C05826-K1
CC-1288,C05307-K2
CC-1289,C01155-K2
CC-1290,C09251-K1
CC-1291,C03714-K1
CC-1292,C09471-K2
CC-1293,C13171-K2
CC-1294,C08943-K2
CC-1295,C06897-K1
CC-1296,C00294-K2
CC-1297,C12094-K2
CC-1298,C06940-K1
CC-1299,C07646-K2
CC-1300,C11597-K2
CC-1301,C06362-K1
CC-1302,C10422-K2
CC-1303,C01155-K2
CC-1304,C09026-K1
CC-1305,C07686-K1
CC-1306,C05770-K1
CC-1307,C04046-K2
CC-1308,C06630-K2
CC-1309,C07648-K2
CC-1310,C03656-K2
CC-1311,C01534-K1
CC-1312,C12897-K1
CC-1313,C03042-K1
CC-1314,C05467-K1
CC-1315,C12982-K1
CC-1316,C06079-K1
CC-1317,C01115-K1
CC-1318,C12111-K1
CC-1319,C00952-K1
CC-1320,C11704-K1
CC-1321,C12758-K1
CC-1322,C06851-K1
CC-1323,C06240-K1
CC-1324,C05106-K1
CC-1325,C04313-K1
CC-1326,C12748-K2
CC-1327,C03295-K2
CC-1328,C12517-K2
CC-1329,C07867-K2
CC-1330,C11227-K2
CC-1331,C01040-K2
CC-1332,C01119-K2
CC-1333,C08372-K1
CC-1334,C10364-K1
CC-1335,C11642-K1
CC-1336,C07687-K1
CC-1337,C05551-K2
CC-1338,C00750-K2
CC-1339,C06420-K1
CC-1340,C04068-K1
CC-1341,C11919-K2
CC-1342,C04571-K2
CC-1343,C06728-K1
CC-1344,C13521-K1
CC-1345,C07919-K2
CC-1346,C13388-K1
CC-1347,C01377-K1
CC-1348,C09363-K2
CC-1349,C03066-K1
CC-1350,C09354-K1
CC-1351,C04715-K1
CC-1352,C01828-K2
CC-1353,C13432-K1
CC-1354,C08489-K2
CC-1355,C09149-K1
CC-1356,C08269-K1
CC-1357,C11000-K2
CC-1358,C00259-K1
CC-1359,C04307-K1
CC-1360,C11554-K1
CC-1361,C05116-K1
CC-1362,C01599-K1
CC-1363,C08040-K1
CC-1364,C08483-K1
CC-1365,C01721-K2
CC-1366,C11143-K1
CC-1367,C05381-K2
CC-1368,C00889-K2
CC-1369,C05127-K1
CC-1370,C10578-K1
CC-1371,C13249-K1
CC-1372,C04346-K2
CC-1373,C02716-K2
CC-1374,C01812-K1
CC-1375,C07678-K1
CC-1376,C06744-K2
CC-1377,C01513-K1
CC-1378,C06835-K2
CC-1379,C06464-K1
CC-1380,C08611-K1
CC-1381,C07729-K1
CC-1382,C03278-K2
CC-1383,C04570-K1
CC-1384,C12717-K1
CC-1385,C11509-K2
CC-1386,C07256-K2
CC-1387,C08646-K1
CC-1388,C06059-K2
CC-1389,C11092-K2
CC-1390,C02147-K2
CC-1391,C06084-K2
CC-1392,C11458-K1
CC-1393,C08971-K1
CC-1394,C10639-K1
CC-1395,C12942-K2
CC-1396,C07655-K1
CC-1397,C02193-K1
CC-1398,C01365-K1
CC-1399,C12517-K2
CC-1400,C00466-K1
CC-1401,C08962-K2
CC-1402,C03657-K1
CC-1403,C10526-K1
CC-1404,C07648-K2
CC-1405,C10837-K2
CC-1406,C06855-K1
CC-1407,C08831-K1
CC-1408,C03418-K1
CC-1409,C13227-K1
CC-1410,C07743-K2
CC-1411,C10421-K1
CC-1412,C05289-K2
CC-1413,C02250-K2
CC-1414,C10745-K1
CC-1415,C00426-K2
CC-1416,C07694-K1
CC-1417,C01542-K1
CC-1418,C06362-K1
CC-1419,C09651-K1
CC-1420,C07614-K2
CC-1421,C12680-K1
CC-1422,C09918-K1
CC-1423,C04505-K1
CC-1424,C12754-K1
CC-1425,C08662-K1
CC-1426,C09471-K2
CC-1427,C12103-K1
CC-1428,C12987-K1
CC-1429,C11307-K1
CC-1430,C10426-K1
CC-1431,C01494-K1
CC-1432,C04306-K1
CC-1433,C07185-K2
CC-1434,C00805-K1
CC-1435,C12793-K1
CC-1436,C02999-K2
CC-1437,C11958-K1
CC-1438,C02480-K1
CC-1439,C01521-K2
CC-1440,C11375-K1
CC-1441,C12397-K1
CC-1442,C03786-K1
CC-1443,C04798-K2
CC-1444,C02170-K1
CC-1445,C10519-K1
CC-1446,C04117-K2
CC-1447,C08232-K1
CC-1448,C11597-K2
CC-1449,C07761-K1
CC-1450,C02354-K2
CC-1451,C07220-K1
CC-1452,C04125-K2
CC-1453,C08945-K2
CC-1454,C01155-K2
CC-1455,C06906-K1
CC-1456,C06403-K2
CC-1457,C09491-K1
CC-1458,C02545-K2
CC-1459,C11629-K1
CC-1460,C09301-K2
CC-1461,C11919-K2
CC-1462,C07480-K1
CC-1463,C02883-K2
CC-1464,C10037-K1
CC-1465,C11539-K2
CC-1466,C02000-K2
CC-1467,C05996-K1
CC-1468,C06026-K2
CC-1469,C01209-K1
CC-1470,C01116-K2
CC-1471,C06121-K2
CC-1472,C07513-K1
CC-1473,C02245-K2
CC-1474,C01755-K2
CC-1475,C07671-K2
CC-1476,C10158-K1
CC-1477,C09800-K2
CC-1478,C07221-K1
CC-1479,C01618-K2
CC-1480,C03647-K1
CC-1481,C11958-K1
CC-1482,C05423-K1
CC-1483,C05155-K1
CC-1484,C06650-K2
CC-1485,C13147-K1
CC-1486,C10526-K1
CC-1487,C03231-K2
CC-1488,C12736-K1
CC-1489,C03040-K2
CC-1490,C05454-K1
CC-1491,C11309-K1
CC-1492,C11444-K1
CC-1493,C04762-K1
CC-1494,C06605-K1
CC-1495,C04597-K2
CC-1496,C08842-K2
CC-1497,C05595-K1
CC-1498,C07212-K2
CC-1499,C11339-K1
CC-1500,C03575-K2
CC-1501,C01727-K2
CC-1502,C04072-K2
CC-1503,C02181-K2
CC-1504,C05307-K2
CC-1505,C04361-K2
CC-1506,C10421-K1
CC-1507,C10585-K2
CC-1508,C10165-K1
CC-1509,C01799-K2
CC-1510,C04865-K1
CC-1511,C10164-K1
CC-1512,C09354-K1
CC-1513,C12585-K1
CC-1514,C04034-K2
CC-1515,C03263-K1
CC-1516,C11490-K1
CC-1517,C09363-K2
CC-1518,C11294-K2
CC-1519,C02285-K2
CC-1520,C13407-K1
CC-1521,C05906-K1
CC-1522,C01688-K1
CC-1523,C05490-K1
CC-1524,C09933-K2
CC-1525,C07809-K1
CC-1526,C07638-K1
CC-1527,C07925-K1
CC-1528,C02477-K1
CC-1529,C07508-K2
CC-1530,C02667-K1
CC-1531,C11704-K1
CC-1532,C08374-K1
CC-1533,C05234-K1
CC-1534,C02502-K2
CC-1535,C03218-K2
CC-1536,C08489-K2
CC-1537,C09241-K2
CC-1538,C02147-K2
CC-1539,C03714-K1
CC-1540,C11844-K2
CC-1541,C02250-K2
CC-1542,C09533-K1
CC-1543,C01138-K2
CC-1544,C01040-K2
CC-1545,C04488-K1
CC-1546,C07761-K1
CC-1547,C12900-K2
CC-1548,C13447-K1
CC-1549,C04984-K2
CC-1550,C07936-K2
CC-1551,C05958-K1
CC-1552,C08831-K1
CC-1553,C07646-K2
CC-1554,C11065-K1
CC-1555,C11201-K1
CC-1556,C12061-K2
CC-1557,C08834-K1
CC-1558,C05797-K1
CC-1559,C08288-K1
CC-1560,C03702-K1
CC-1561,C06588-K1
CC-1562,C00854-K2
CC-1563,C05530-K2
CC-1564,C04105-K2
CC-1565,C01328-K1
CC-1566,C10559-K1
CC-1567,C04350-K1
CC-1568,C00466-K1
CC-1569,C10837-K2
CC-1570,C02480-K1
CC-1571,C07220-K1
CC-1572,C10957-K2
CC-1573,C12987-K1
CC-1574,C05245-K2
CC-1575,C13449-K1
CC-1576,C01155-K2
CC-1577,C08646-K1
CC-1578,C03234-K1
CC-1579,C09165-K2
CC-1580,C07518-K2
CC-1581,C05678-K1
CC-1582,C07027-K1
CC-1583,C13440-K2
CC-1584,C00296-K1
CC-1585,C12111-K1
CC-1586,C05307-K2
CC-1587,C05560-K2
CC-1588,C00768-K2
CC-1589,C08623-K2
CC-1590,C06464-K1
CC-1591,C12036-K2
CC-1592,C10421-K1
CC-1593,C11597-K2
CC-1594,C12897-K1
CC-1595,C06947-K2
CC-1596,C04571-K2
CC-1597,C01166-K1
CC-1598,C09471-K2
CC-1599,C06247-K1
CC-1600,C03598-K2
CC-1601,C00405-K1
CC-1602,C05303-K1
CC-1603,C11247-K1
CC-1604,C03341-K2
CC-1605,C00280-K2
CC-1606,C03488-K2
CC-1607,C07050-K1
CC-1608,C01890-K1
CC-1609,C06942-K2
CC-1610,C04034-K2
CC-1611,C04597-K2
CC-1612,C05192-K2
CC-1613,C08374-K1
CC-1614,C11807-K1
CC-1615,C06005-K1
CC-1616,C00728-K2
CC-1617,C02902-K2
CC-1618,C12680-K1
CC-1619,C12966-K1
CC-1620,C01109-K2
CC-1621,C03360-K1
CC-1622,C04108-K2
CC-1623,C09260-K1
CC-1624,C06962-K2
CC-1625,C06728-K1
CC-1626,C11053-K1
CC-1627,C11522-K2
CC-1628,C05689-K2
CC-1629,C02477-K1
CC-1630,C07073-K1
CC-1631,C02545-K2
CC-1632,C05174-K1
CC-1633,C01224-K1
CC-1634,C00667-K1
CC-1635,C08597-K2
CC-1636,C05243-K1
CC-1637,C09664-K1
CC-1638,C07871-K1
CC-1639,C10553-K1
CC-1640,C07855-K1
CC-1641,C11847-K2
CC-1642,C03019-K2
CC-1643,C06630-K2
CC-1644,C00329-K2
CC-1645,C09582-K1
CC-1646,C01040-K2
CC-1647,C07872-K2
CC-1648,C07867-K2
CC-1649,C11595-K1
CC-1650,C06598-K1
CC-1651,C08831-K1
CC-1652,C09899-K1
CC-1653,C04537-K1
CC-1654,C04965-K2
CC-1655,C05467-K1
CC-1656,C11919-K2
CC-1657,C00956-K1
CC-1658,C02897-K1
CC-1659,C08290-K2
CC-1660,C04248-K2
CC-1661,C00426-K2
CC-1662,C01122-K1
CC-1663,C08391-K2
CC-1664,C04361-K2
CC-1665,C03047-K2
CC-1666,C13440-K2
CC-1667,C02147-K2
CC-1668,C12987-K1
CC-1669,C12517-K2
CC-1670,C04984-K2
CC-1671,C11143-K1
CC-1672,C05551-K2
CC-1673,C12382-K1
CC-1674,C12166-K2
CC-1675,C01178-K1
CC-1676,C05747-K1
CC-1677,C08727-K1
CC-1678,C04196-K2
CC-1679,C11329-K1
CC-1680,C11855-K1
CC-1681,C05600-K1
CC-1682,C09933-K2
CC-1683,C00259-K1
CC-1684,C10962-K1
CC-1685,C10127-K2
CC-1686,C05029-K1
CC-1687,C07448-K1
CC-1688,C06742-K1
CC-1689,C08587-K1
CC-1690,C01155-K2
CC-1691,C10114-K1
CC-1692,C00405-K1
CC-1693,C12785-K2
CC-1694,C05423-K1
CC-1695,C10364-K1
CC-1696,C06956-K1
CC-1697,C03575-K2
CC-1698,C11871-K1
CC-1699,C02354-K2
CC-1700,C08646-K1
CC-1701,C01525-K2
CC-1702,C05487-K1
CC-1703,C11000-K2
CC-1704,C08605-K1
CC-1705,C05985-K2
CC-1706,C02205-K1
CC-1707,C09471-K2
CC-1708,C00466-K1
CC-1709,C06067-K2
CC-1710,C05585-K1
CC-1711,C10634-K1
CC-1712,C02231-K2
CC-1713,C10852-K1
CC-1714,C10010-K1
CC-1715,C13171-K2
CC-1716,C04105-K2
CC-1717,C08909-K2
CC-1718,C11554-K1
CC-1719,C07256-K2
CC-1720,C00450-K1
CC-1721,C01755-K2
CC-1722,C09799-K1
CC-1723,C07743-K2
CC-1724,C08945-K2
CC-1725,C03786-K1
CC-1726,C12900-K2
CC-1727,C07648-K2
CC-1728,C04072-K2
CC-1729,C10333-K1
CC-1730,C06744-K2
CC-1731,C04446-K1
CC-1732,C07840-K1
CC-1733,C06962-K2
CC-1734,C04034-K2
CC-1735,C04248-K2
CC-1736,C08106-K1
CC-1737,C12399-K1
CC-1738,C13447-K1
CC-1739,C02753-K1
CC-1740,C12682-K1
CC-1741,C09939-K1
CC-1742,C11958-K1
CC-1743,C11034-K1
CC-1744,C09149-K1
CC-1745,C01765-K1
CC-1746,C11906-K1
CC-1747,C11509-K2
CC-1748,C02902-K2
CC-1749,C01982-K2
CC-1750,C01154-K1
CC-1751,C13086-K2
CC-1752,C12901-K1
CC-1753,C09165-K2
CC-1754,C13372-K1
CC-1755,C10422-K2
CC-1756,C11444-K1
CC-1757,C00614-K2
CC-1758,C07185-K2
CC-1759,C07220-K1
CC-1760,C04185-K2
CC-1761,C03527-K1
CC-1762,C13507-K1
CC-1763,C04046-K2
CC-1764,C03831-K1
CC-1765,C06464-K1
CC-1766,C02545-K2
CC-1767,C01109-K2
CC-1768,C02231-K1
CC-1769,C11143-K1
CC-1770,C10837-K2
CC-1771,C05307-K2
CC-1772,C06630-K2
CC-1773,C09800-K2
CC-1774,C13407-K1
CC-1775,C05967-K1
CC-1776,C13440-K2
CC-1777,C10745-K1
CC-1778,C04803-K1
CC-1779,C09241-K2
CC-1780,C03714-K1
CC-1781,C13081-K1
CC-1782,C06024-K1
CC-1783,C00854-K2
CC-1784,C07518-K2
CC-1785,C01166-K1
CC-1786,C02686-K1
CC-1787,C08256-K2
CC-1788,C11294-K2
CC-1789,C04860-K1
CC-1790,C11031-K2
CC-1791,C13254-K1
CC-1792,C05039-K1
CC-1793,C03218-K2
CC-1794,C08918-K2
CC-1795,C08913-K2
CC-1796,C08450-K2
CC-1797,C10962-K1
CC-1798,C10421-K1
CC-1799,C13364-K1
CC-1800,C10137-K2
CC-1801,C09468-K2
CC-1802,C05484-K1
CC-1803,C12897-K1
CC-1804,C00728-K2
CC-1805,C04965-K2
CC-1806,C08662-K1
CC-1807,C13036-K1
CC-1808,C09301-K2
CC-1809,C11577-K1
CC-1810,C04196-K2
CC-1811,C10164-K1
CC-1812,C00018-K1
CC-1813,C09274-K1
CC-1814,C09363-K2
CC-1815,C06663-K2
CC-1816,C07073-K1
CC-1817,C12982-K1
CC-1818,C07513-K1
CC-1819,C04865-K1
CC-1820,C06208-K1
CC-1821,C07212-K2
CC-1822,C09471-K2
CC-1823,C11496-K2
CC-1824,C05560-K2
CC-1825,C02502-K2
CC-1826,C01744-K2
CC-1827,C04072-K2
CC-1828,C08943-K2
CC-1829,C01784-K1
CC-1830,C02780-K2
CC-1831,C00952-K1
CC-1832,C06744-K2
CC-1833,C01727-K2
CC-1834,C08455-K1
CC-1835,C04361-K2
CC-1836,C06906-K1
CC-1837,C12680-K1
CC-1838,C10838-K1
CC-1839,C05390-K1
CC-1840,C09530-K1
CC-1841,C07033-K1
CC-1842,C09999-K1
CC-1843,C04346-K2
CC-1844,C10634-K1
CC-1845,C08727-K1
CC-1846,C03738-K2
CC-1847,C00606-K1
CC-1848,C03341-K2
CC-1849,C02250-K2
CC-1850,C11227-K2
CC-1851,C09691-K1
CC-1852,C03971-K1
CC-1853,C06986-K1
CC-1854,C06031-K2
CC-1855,C08489-K2
CC-1856,C11844-K2
CC-1857,C02554-K1
CC-1858,C03405-K2
CC-1859,C12258-K2
CC-1860,C09742-K2
CC-1861,C13268-K1
CC-1862,C09884-K1
CC-1863,C03598-K2
CC-1864,C00426-K2
CC-1865,C11000-K2
CC-1866,C09165-K2
CC-1867,C01040-K2
CC-1868,C07872-K2
CC-1869,C07086-K1
CC-1870,C12166-K2
CC-1871,C08290-K2
CC-1872,C10760-K2
CC-1873,C12028-K2
CC-1874,C10900-K1
CC-1875,C11309-K1
CC-1876,C09663-K1
CC-1877,C02902-K2
CC-1878,C02502-K2
CC-1879,C13407-K1
CC-1880,C12578-K1
CC-1881,C03571-K1
CC-1882,C09806-K1
CC-1883,C01010-K1
CC-1884,C06299-K1
CC-1885,C08450-K2
CC-1886,C08108-K1
CC-1887,C03181-K1
CC-1888,C05029-K1
CC-1889,C01140-K1
CC-1890,C03040-K2
CC-1891,C08455-K1
CC-1892,C09800-K2
CC-1893,C04984-K2
CC-1894,C05142-K1
CC-1895,C05967-K1
CC-1896,C10320-K1
CC-1897,C12991-K1
CC-1898,C01333-K2
CC-1899,C05916-K1
CC-1900,C03433-K1
CC-1901,C03778-K1
CC-1902,C06962-K2
CC-1903,C07227-K2
CC-1904,C00956-K1
CC-1905,C09804-K1
CC-1906,C11958-K1
CC-1907,C05245-K2
CC-1908,C07870-K2
CC-1909,C12961-K2
CC-1910,C06606-K1
CC-1911,C01109-K2
CC-1912,C09274-K1
CC-1913,C07855-K1
CC-1914,C03708-K2
CC-1915,C05307-K2
CC-1916,C13256-K1
CC-1917,C01719-K1
CC-1918,C06940-K1
CC-1919,C09868-K1
CC-1920,C10553-K1
CC-1921,C01426-K1
CC-1922,C07221-K1
CC-1923,C13095-K1
CC-1924,C03558-K1
CC-1925,C13171-K2
CC-1926,C11847-K2
CC-1927,C12897-K1
CC-1928,C04775-K1
CC-1929,C06464-K1
CC-1930,C00750-K2
CC-1931,C11227-K2
CC-1932,C06598-K1
CC-1933,C06795-K1
CC-1934,C07162-K1
CC-1935,C08288-K1
CC-1936,C04072-K2
CC-1937,C05958-K1
CC-1938,C03096-K1
CC-1939,C07180-K1
CC-1940,C03824-K1
CC-1941,C11642-K1
CC-1942,C01295-K1
CC-1943,C11933-K1
CC-1944,C03273-K1
CC-1945,C03019-K2
CC-1946,C11709-K2
CC-1947,C04108-K2
CC-1948,C05381-K2
CC-1949,C04446-K1
CC-1950,C09047-K1
CC-1951,C02147-K2
CC-1952,C10935-K1
CC-1953,C07648-K2
CC-1954,C09939-K1
CC-1955,C07185-K2
CC-1956,C00889-K2
CC-1957,C08348-K1
CC-1958,C00051-K1
CC-1959,C01138-K2
CC-1960,C09471-K2
CC-1961,C13364-K1
CC-1962,C06630-K2
CC-1963,C07518-K2
CC-1964,C12942-K2
CC-1965,C10837-K2
CC-1966,C09665-K1
CC-1967,C13392-K1
CC-1968,C00391-K1
CC-1969,C04865-K1
CC-1970,C07614-K2
CC-1971,C06437-K1
CC-1972,C09800-K2
CC-1973,C07508-K2
CC-1974,C11597-K2
CC-1975,C01727-K2
CC-1976,C06906-K1
CC-1977,C10207-K1
CC-1978,C11554-K1
CC-1979,C02226-K1
CC-1980,C10092-K1
CC-1981,C12412-K1
CC-1982,C07522-K1
CC-1983,C12160-K1
CC-1984,C05996-K1
CC-1985,C01638-K1
CC-1986,C04968-K1
CC-1987,C03933-K1
CC-1988,C03218-K2
CC-1989,C11958-K1
CC-1990,C01966-K1
CC-1991,C08072-K1
CC-1992,C01982-K2
CC-1993,C10045-K1
CC-1994,C02250-K2
CC-1995,C10388-K1
CC-1996,C06855-K1
CC-1997,C06663-K2
CC-1998,C00294-K2
CC-1999,C05141-K1
CC-2000,C08799-K1
CC-2001,C09249-K1
CC-2002,C02245-K2
CC-2003,C13268-K1
CC-2004,C12982-K1
CC-2005,C08489-K2
CC-2006,C03047-K2
CC-2007,C03650-K1
CC-2008,C00604-K1
CC-2009,C13163-K1
CC-2010,C05245-K2
CC-2011,C07987-K2
CC-2012,C11496-K2
CC-2013,C09354-K1
CC-2014,C03341-K2
CC-2015,C04965-K2
CC-2016,C08190-K2
CC-2017,C12305-K1
CC-2018,C11199-K1
CC-2019,C06190-K1
CC-2020,C12897-K1
CC-2021,C11239-K1
CC-2022,C00426-K2
CC-2023,C09363-K2
CC-2024,C00259-K1
CC-2025,C12586-K1
CC-2026,C04893-K1
CC-2027,C02181-K2
CC-2028,C04641-K1
CC-2029,C00637-K1
CC-2030,C01109-K2
CC-2031,C10137-K2
CC-2032,C08450-K2
CC-2033,C12961-K2
CC-2034,C06059-K2
CC-2035,C06134-K1
CC-2036,C10320-K1
CC-2037,C07035-K1
CC-2038,C09947-K1
CC-2039,C07612-K1
CC-2040,C07227-K2
CC-2041,C04150-K1
CC-2042,C07053-K1
CC-2043,C08746-K1
CC-2044,C03040-K2
CC-2045,C01810-K1
CC-2046,C01846-K1
CC-2047,C03676-K2
CC-2048,C00938-K1
CC-2049,C13514-K1
CC-2050,C01155-K2
CC-2051,C02354-K2
CC-2052,C13410-K1
CC-2053,C12966-K1
CC-2054,C05791-K2
CC-2055,C11156-K1
CC-2056,C11998-K1
CC-2057,C02716-K2
CC-2058,C09159-K1
CC-2059,C13171-K2
CC-2060,C11291-K1
CC-2061,C04424-K1
CC-2062,C04022-K1
CC-2063,C13328-K1
CC-2064,C07981-K1
CC-2065,C08374-K1
CC-2066,C04313-K1
CC-2067,C11709-K2
CC-2068,C03488-K2
CC-2069,C04034-K2
CC-2070,C10276-K1
CC-2071,C10553-K1
CC-2072,C05747-K1
CC-2073,C11780-K1
CC-2074,C07513-K1
CC-2075,C01347-K2
CC-2076,C05551-K2
CC-2077,C12211-K2
CC-2078,C08375-K1
CC-2079,C08466-K1
CC-2080,C10526-K1
CC-2081,C06855-K1
CC-2082,C01563-K1
CC-2083,C11000-K2
CC-2084,C05906-K1
CC-2085,C11919-K2
CC-2086,C11257-K1
CC-2087,C07987-K2
CC-2088,C00463-K1
CC-2089,C02000-K2
CC-2090,C13440-K2
CC-2091,C08111-K1
CC-2092,C09249-K1
CC-2093,C12942-K2
CC-2094,C00820-K1
CC-2095,C12682-K1
CC-2096,C08980-K1
CC-2097,C01116-K2
CC-2098,C02897-K1
CC-2099,C03019-K2
CC-2100,C03394-K2
CC-2101,C07872-K2
CC-2102,C12646-K1
CC-2103,C11597-K2
CC-2104,C02000-K2
CC-2105,C05381-K2
CC-2106,C05307-K2
CC-2107,C07648-K2
CC-2108,C03050-K1
CC-2109,C07508-K2
CC-2110,C08945-K2
CC-2111,C12258-K2
CC-2112,C04172-K2
CC-2113,C06962-K2
CC-2114,C11010-K1
CC-2115,C02902-K2
CC-2116,C06940-K1
CC-2117,C02147-K2
CC-2118,C11496-K2
CC-2119,C08489-K2
CC-2120,C12773-K1
CC-2121,C08106-K1
CC-2122,C09274-K1
CC-2123,C05008-K1
CC-2124,C05215-K1
CC-2125,C11509-K2
CC-2126,C02245-K2
CC-2127,C13005-K1
CC-2128,C01765-K1
CC-2129,C08748-K1
CC-2130,C10835-K2
CC-2131,C11958-K1
CC-2132,C03630-K1
CC-2133,C10137-K2
CC-2134,C06362-K1
CC-2135,C10127-K2
CC-2136,C02377-K1
CC-2137,C10760-K2
CC-2138,C04921-K2
CC-2139,C08391-K2
CC-2140,C00400-K1
CC-2141,C09800-K2
CC-2142,C10442-K1
CC-2143,C11143-K1
CC-2144,C13036-K1
CC-2145,C12291-K1
CC-2146,C11929-K2
CC-2147,C06339-K1
CC-2148,C00889-K2
CC-2149,C05245-K2
CC-2150,C10837-K2
CC-2151,C05289-K2
