case_id,outcome,pattern,exposure_usd,opened_at,closed_at,analyst_notes
CC-1602,confirmed_fraud,card_not_present_fraud,21.33,2016-08-03 06:22:21,2016-08-04 22:22:21,Case CC-1602: cardholder C05303 reported unrecognized activity on card C05303-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $21.33 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-1603,cleared,none,0.00,2016-08-03 06:53:47,2016-08-06 04:53:47,Case CC-1603: model scored a $21.03 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1604,confirmed_fraud,account_takeover,117.02,2016-08-03 07:49:06,2016-08-04 22:49:06,Case CC-1604: cardholder C03341 reported unrecognized activity on card C03341-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $117.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1605,cleared,none,0.00,2016-08-03 08:03:36,2016-08-04 02:03:36,Case CC-1605: model scored a $150.01 transaction at 0.82. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-1606,cleared,none,0.00,2016-08-03 08:22:12,2016-08-04 03:22:12,Case CC-1606: model scored a $49.49 transaction at 0.88. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-1607,confirmed_fraud,card_not_present_new_device,49.95,2016-08-03 08:32:24,2016-08-08 19:32:24,"Case CC-1607: cardholder C07050 reported unrecognized activity on card C07050-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $49.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-1608,confirmed_fraud,card_not_present_fraud,94.30,2016-08-03 10:17:36,2016-08-07 06:17:36,Case CC-1608: cardholder C01890 reported unrecognized activity on card C01890-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $94.30 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1609,confirmed_fraud,account_takeover,78.01,2016-08-03 10:20:00,2016-08-07 02:20:00,Case CC-1609: cardholder C06942 reported unrecognized activity on card C06942-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $78.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1610,cleared,none,0.00,2016-08-03 10:39:17,2016-08-06 04:39:17,Case CC-1610: model scored a $14.49 transaction at 0.86. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-1611,confirmed_fraud,card_not_present_new_device,178.97,2016-08-03 10:58:32,2016-08-07 04:58:32,"Case CC-1611: cardholder C04597 reported unrecognized activity on card C04597-K2. 3 transaction(s) between 2016-08-02 and 2016-08-03 totaling $178.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-1612,confirmed_fraud,account_takeover,291.98,2016-08-03 11:27:41,2016-08-04 18:27:41,Case CC-1612: cardholder C05192 reported unrecognized activity on card C05192-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $291.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1613,confirmed_fraud,card_not_present_new_device,699.99,2016-08-03 11:58:15,2016-08-08 04:58:15,"Case CC-1613: cardholder C08374 reported unrecognized activity on card C08374-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $699.99 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-1614,confirmed_fraud,card_not_present_fraud,62.23,2016-08-03 12:00:14,2016-08-05 06:00:14,Case CC-1614: cardholder C11807 reported unrecognized activity on card C11807-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $62.23 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1615,cleared,none,0.00,2016-08-03 12:09:46,2016-08-04 04:09:46,Case CC-1615: model scored a $100.01 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1616,confirmed_fraud,out_of_region_use,30.99,2016-08-03 12:24:43,2016-08-06 17:24:43,"Case CC-1616: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $30.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1617,confirmed_fraud,account_takeover,226.01,2016-08-03 12:29:23,2016-08-05 19:29:23,Case CC-1617: cardholder C02902 reported unrecognized activity on card C02902-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $226.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1618,confirmed_fraud,card_not_present_fraud,92.50,2016-08-03 12:31:18,2016-08-05 07:31:18,Case CC-1618: cardholder C12680 reported unrecognized activity on card C12680-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $92.50 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1619,confirmed_fraud,card_not_present_fraud,35.84,2016-08-03 14:09:46,2016-08-07 06:09:46,Case CC-1619: cardholder C12966 reported unrecognized activity on card C12966-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $35.84 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-1620,confirmed_fraud,account_takeover,345.98,2016-08-03 14:40:59,2016-08-08 00:40:59,Case CC-1620: cardholder C01109 reported unrecognized activity on card C01109-K2. 4 transaction(s) between 2016-08-01 and 2016-08-03 totaling $345.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1621,confirmed_fraud,card_not_present_fraud,62.31,2016-08-03 16:03:13,2016-08-06 23:03:13,Case CC-1621: cardholder C03360 reported unrecognized activity on card C03360-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $62.31 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-1622,confirmed_fraud,account_takeover,4764.62,2016-08-03 16:37:44,2016-08-07 17:37:44,"Case CC-1622: cardholder C04108 reported unrecognized activity on card C04108-K2. 13 transaction(s) between 2016-07-26 and 2016-08-02 totaling $4,764.62 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 10.0. Card blocked and reissued. Customer reimbursed."
CC-1623,confirmed_fraud,account_takeover,968.00,2016-08-03 17:02:22,2016-08-08 15:02:22,Case CC-1623: cardholder C09260 reported unrecognized activity on card C09260-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $968.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1624,confirmed_fraud,account_takeover,453.86,2016-08-03 18:46:37,2016-08-06 12:46:37,Case CC-1624: cardholder C06962 reported unrecognized activity on card C06962-K2. 9 transaction(s) between 2016-07-24 and 2016-08-02 totaling $453.86 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1625,confirmed_fraud,account_takeover,92.04,2016-08-03 19:43:05,2016-08-06 04:43:05,Case CC-1625: cardholder C06728 reported unrecognized activity on card C06728-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $92.04 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1626,confirmed_fraud,account_takeover,226.01,2016-08-03 19:51:04,2016-08-07 15:51:04,Case CC-1626: cardholder C11053 reported unrecognized activity on card C11053-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $226.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1627,confirmed_fraud,out_of_region_use,117.09,2016-08-03 20:00:38,2016-08-06 21:00:38,"Case CC-1627: cardholder C11522 reported unrecognized activity on card C11522-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $117.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1628,confirmed_fraud,account_takeover,1065.05,2016-08-03 20:06:14,2016-08-09 02:06:14,"Case CC-1628: cardholder C05689 reported unrecognized activity on card C05689-K2. 3 transaction(s) between 2016-08-03 and 2016-08-03 totaling $1,065.05 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-1629,confirmed_fraud,account_takeover,183.85,2016-08-03 20:47:04,2016-08-07 20:47:04,Case CC-1629: cardholder C02477 reported unrecognized activity on card C02477-K1. 2 transaction(s) between 2016-08-02 and 2016-08-02 totaling $183.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1630,confirmed_fraud,account_takeover,133.08,2016-08-03 20:57:22,2016-08-05 02:57:22,Case CC-1630: cardholder C07073 reported unrecognized activity on card C07073-K1. 4 transaction(s) between 2016-08-01 and 2016-08-03 totaling $133.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1631,confirmed_fraud,card_not_present_fraud,8.01,2016-08-03 21:08:52,2016-08-07 09:08:52,Case CC-1631: cardholder C02545 reported unrecognized activity on card C02545-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $8.01 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1632,cleared,none,0.00,2016-08-03 22:54:51,2016-08-05 18:54:51,Case CC-1632: model scored a $29.93 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1633,confirmed_fraud,card_not_present_fraud,150.08,2016-08-03 22:57:51,2016-08-05 20:57:51,Case CC-1633: cardholder C01224 reported unrecognized activity on card C01224-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $150.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-1634,cleared,none,0.00,2016-08-03 23:13:04,2016-08-04 16:13:04,Case CC-1634: model scored a $149.96 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1635,cleared,none,0.00,2016-08-03 23:19:41,2016-08-06 21:19:41,"Case CC-1635: model scored a $2,061.01 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared."
CC-1636,confirmed_fraud,account_takeover,107.88,2016-08-03 23:43:40,2016-08-06 02:43:40,Case CC-1636: cardholder C05243 reported unrecognized activity on card C05243-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $107.88 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1637,cleared,none,0.00,2016-08-04 00:29:37,2016-08-06 16:29:37,Case CC-1637: model scored a $100.08 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1638,confirmed_fraud,out_of_region_use,225.99,2016-08-04 01:57:15,2016-08-07 20:57:15,"Case CC-1638: cardholder C07871 reported unrecognized activity on card C07871-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $225.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1639,confirmed_fraud,account_takeover,688.88,2016-08-04 02:32:00,2016-08-07 20:32:00,Case CC-1639: cardholder C10553 reported unrecognized activity on card C10553-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $688.88 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1640,confirmed_fraud,card_not_present_fraud,38.76,2016-08-04 03:13:51,2016-08-07 22:13:51,Case CC-1640: cardholder C07855 reported unrecognized activity on card C07855-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $38.76 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1641,confirmed_fraud,card_not_present_fraud,514.27,2016-08-04 03:51:21,2016-08-06 06:51:21,Case CC-1641: cardholder C11847 reported unrecognized activity on card C11847-K2. 7 transaction(s) between 2016-07-30 and 2016-08-03 totaling $514.27 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1642,confirmed_fraud,out_of_region_use,160.02,2016-08-04 04:07:40,2016-08-06 14:07:40,"Case CC-1642: cardholder C03019 reported unrecognized activity on card C03019-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $160.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1643,confirmed_fraud,card_not_present_new_device,572.43,2016-08-04 04:35:32,2016-08-06 22:35:32,"Case CC-1643: cardholder C06630 reported unrecognized activity on card C06630-K2. 7 transaction(s) between 2016-07-29 and 2016-08-03 totaling $572.43 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G925I Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1644,confirmed_fraud,account_takeover,1147.96,2016-08-04 05:25:18,2016-08-09 21:25:18,"Case CC-1644: cardholder C00329 reported unrecognized activity on card C00329-K2. 4 transaction(s) between 2016-08-02 and 2016-08-03 totaling $1,147.96 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-1645,cleared,none,0.00,2016-08-04 07:07:47,2016-08-05 01:07:47,Case CC-1645: model scored a $280.02 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1646,confirmed_fraud,account_takeover,31.00,2016-08-04 07:09:05,2016-08-08 01:09:05,Case CC-1646: cardholder C01040 reported unrecognized activity on card C01040-K2. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $31.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1647,confirmed_fraud,account_takeover,279.91,2016-08-04 07:49:42,2016-08-07 08:49:42,Case CC-1647: cardholder C07872 reported unrecognized activity on card C07872-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $279.91 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1648,confirmed_fraud,out_of_region_use,402.90,2016-08-04 08:26:54,2016-08-09 22:26:54,"Case CC-1648: cardholder C07867 reported unrecognized activity on card C07867-K2. 5 transaction(s) between 2016-08-02 and 2016-08-03 totaling $402.90 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1649,confirmed_fraud,card_not_present_new_device,89.56,2016-08-04 09:28:15,2016-08-06 02:28:15,"Case CC-1649: cardholder C11595 reported unrecognized activity on card C11595-K1. 2 transaction(s) between 2016-08-04 and 2016-08-04 totaling $89.56 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-1650,confirmed_fraud,card_not_present_fraud,21.26,2016-08-04 09:34:40,2016-08-09 04:34:40,Case CC-1650: cardholder C06598 reported unrecognized activity on card C06598-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $21.26 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-1651,confirmed_fraud,account_takeover,225.91,2016-08-04 09:53:32,2016-08-09 14:53:32,Case CC-1651: cardholder C08831 reported unrecognized activity on card C08831-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $225.91 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1652,cleared,none,0.00,2016-08-04 10:40:13,2016-08-07 03:40:13,Case CC-1652: model scored a $200.05 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1653,confirmed_fraud,out_of_region_use,335.05,2016-08-04 11:20:37,2016-08-09 21:20:37,"Case CC-1653: cardholder C04537 reported unrecognized activity on card C04537-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $335.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1654,confirmed_fraud,out_of_region_use,108.09,2016-08-04 11:53:01,2016-08-08 08:53:01,"Case CC-1654: cardholder C04965 reported unrecognized activity on card C04965-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $108.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1655,confirmed_fraud,account_takeover,25.89,2016-08-04 12:04:44,2016-08-10 03:04:44,Case CC-1655: cardholder C05467 reported unrecognized activity on card C05467-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $25.89 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1656,confirmed_fraud,card_not_present_fraud,28.65,2016-08-04 12:06:24,2016-08-07 04:06:24,Case CC-1656: cardholder C11919 reported unrecognized activity on card C11919-K2. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $28.65 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1657,confirmed_fraud,out_of_region_use,330.13,2016-08-04 12:22:11,2016-08-06 22:22:11,"Case CC-1657: cardholder C00956 reported unrecognized activity on card C00956-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $330.13 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1658,confirmed_fraud,account_takeover,229.94,2016-08-04 12:31:05,2016-08-09 20:31:05,Case CC-1658: cardholder C02897 reported unrecognized activity on card C02897-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $229.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1659,confirmed_fraud,card_not_present_fraud,62.36,2016-08-04 12:34:29,2016-08-09 23:34:29,Case CC-1659: cardholder C08290 reported unrecognized activity on card C08290-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $62.36 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-1660,cleared,none,0.00,2016-08-04 12:48:00,2016-08-05 04:48:00,Case CC-1660: model scored a $60.01 transaction at 0.85. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-1661,confirmed_fraud,card_not_present_fraud,6.25,2016-08-04 12:52:04,2016-08-08 17:52:04,Case CC-1661: cardholder C00426 reported unrecognized activity on card C00426-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $6.25 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-J730GM Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1662,confirmed_fraud,card_not_present_fraud,66.38,2016-08-04 13:12:47,2016-08-10 10:12:47,Case CC-1662: cardholder C01122 reported unrecognized activity on card C01122-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $66.38 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-1663,confirmed_fraud,card_not_present_fraud,12.97,2016-08-04 13:14:50,2016-08-07 16:14:50,Case CC-1663: cardholder C08391 reported unrecognized activity on card C08391-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $12.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1664,confirmed_fraud,card_not_present_new_device,299.94,2016-08-04 13:21:54,2016-08-07 22:21:54,"Case CC-1664: cardholder C04361 reported unrecognized activity on card C04361-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $299.94 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed."
CC-1665,confirmed_fraud,out_of_region_use,427.17,2016-08-04 15:22:38,2016-08-09 19:22:38,"Case CC-1665: cardholder C03047 reported unrecognized activity on card C03047-K2. 5 transaction(s) between 2016-08-01 and 2016-08-03 totaling $427.17 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1666,cleared,none,0.00,2016-08-04 16:38:50,2016-08-06 14:38:50,Case CC-1666: model scored a $554.03 transaction at 0.98. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1667,confirmed_fraud,card_not_present_new_device,249.12,2016-08-04 17:00:55,2016-08-06 01:00:55,"Case CC-1667: cardholder C02147 reported unrecognized activity on card C02147-K2. 3 transaction(s) between 2016-08-02 and 2016-08-04 totaling $249.12 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-1668,confirmed_fraud,card_not_present_fraud,138.46,2016-08-04 17:04:27,2016-08-08 07:04:27,Case CC-1668: cardholder C12987 reported unrecognized activity on card C12987-K1. 3 transaction(s) between 2016-08-04 and 2016-08-04 totaling $138.46 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A510M Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1669,confirmed_fraud,account_takeover,727.03,2016-08-04 17:08:39,2016-08-05 19:08:39,Case CC-1669: cardholder C12517 reported unrecognized activity on card C12517-K2. 4 transaction(s) between 2016-07-30 and 2016-08-03 totaling $727.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1670,confirmed_fraud,account_takeover,87.09,2016-08-04 17:28:04,2016-08-08 17:28:04,Case CC-1670: cardholder C04984 reported unrecognized activity on card C04984-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $87.09 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1671,confirmed_fraud,out_of_region_use,311.98,2016-08-04 17:48:18,2016-08-07 01:48:18,"Case CC-1671: cardholder C11143 reported unrecognized activity on card C11143-K1. 2 transaction(s) between 2016-08-03 and 2016-08-04 totaling $311.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1672,confirmed_fraud,card_not_present_new_device,174.92,2016-08-04 19:20:36,2016-08-05 16:20:36,"Case CC-1672: cardholder C05551 reported unrecognized activity on card C05551-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $174.92 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 9.0. Card blocked and reissued. Customer reimbursed."
CC-1673,confirmed_fraud,card_not_present_new_device,199.98,2016-08-04 19:29:12,2016-08-06 00:29:12,"Case CC-1673: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $199.98 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-1674,confirmed_fraud,card_not_present_new_device,199.90,2016-08-04 19:34:11,2016-08-06 09:34:11,"Case CC-1674: cardholder C12166 reported unrecognized activity on card C12166-K2. 5 transaction(s) between 2016-08-04 and 2016-08-04 totaling $199.90 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed."
CC-1675,confirmed_fraud,card_not_present_new_device,299.86,2016-08-04 19:47:50,2016-08-10 05:47:50,"Case CC-1675: cardholder C01178 reported unrecognized activity on card C01178-K1. 2 transaction(s) between 2016-08-03 and 2016-08-04 totaling $299.86 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-1676,confirmed_fraud,card_not_present_fraud,92.47,2016-08-04 20:05:09,2016-08-07 07:05:09,Case CC-1676: cardholder C05747 reported unrecognized activity on card C05747-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $92.47 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1677,confirmed_fraud,card_not_present_new_device,899.93,2016-08-04 21:16:16,2016-08-07 23:16:16,"Case CC-1677: cardholder C08727 reported unrecognized activity on card C08727-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $899.93 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 10.0. Card blocked and reissued. Customer reimbursed."
CC-1678,confirmed_fraud,out_of_region_use,234.13,2016-08-04 21:51:50,2016-08-09 12:51:50,"Case CC-1678: cardholder C04196 reported unrecognized activity on card C04196-K2. 2 transaction(s) between 2016-08-04 and 2016-08-04 totaling $234.13 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1679,confirmed_fraud,account_takeover,101.85,2016-08-04 22:17:28,2016-08-07 16:17:28,Case CC-1679: cardholder C11329 reported unrecognized activity on card C11329-K1. 2 transaction(s) between 2016-08-03 and 2016-08-04 totaling $101.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1680,cleared,none,0.00,2016-08-04 22:21:02,2016-08-05 18:21:02,Case CC-1680: model scored a $75.04 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.
